Core-index,Vocab-KO-Index,Sent-KO-Index,New-Opt-Voc-Index,Opt-Voc-Index,Opt-Sen-Index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana,Sentence-Cloze
272,32,125,69,68,58,JLPT4,今週,こんしゅう,this week,[sound:b38caf5b12f67e30e004dd2e475f0baa.mp3],Noun,<b>今週</b>は日本語のテストがあります。,<b>こんしゅう</b> は にほんご の てすと が あります,There's a Japanese test this week.,[sound:e08c58d8ccc4868aa0efc001ec3f68f3.mp3],"<img src=""b1a5d1a817d3402cb7298d2b06e0d6b0.jpg"" />",今週[こんしゅう],<b> 今週[こんしゅう]</b>は 日本語[にほんご]のテストがあります。,<b>（　）</b>は 日本語[にほんご]のテストがあります。
55,0,128,95,103,59,JLPT3,こう,こう,"like this, this kind of",[sound:6ecbfdc748dafcd4e9390e66a0b0c29b.mp3],Adverb,<b>こう</b>小さい字は読めない。,<b>こう</b> ちいさい じ は よめない,I can't read such small letters.,[sound:115f4b80b0d3fc4a4ff849b22285adf1.mp3],"<img src=""4d4c2715a191f4b45ee24f97735dfa35.jpg"" />",こう,<b>こう</b> 小[ちい]さい 字[じ]は 読[よ]めない。,<b>（　）</b> 小[ちい]さい 字[じ]は 読[よ]めない。
92,131,132,165,164,60,JLPT4,会う,あう,meet,[sound:1fd9a37cab31ed9633675007481a1071.mp3],Verb,また<b>会いましょう</b>。,また <b>あいましょう</b>,Let's meet again.,[sound:7437049481bba812a4c5c6a8395f7b55.mp3],"<img src=""7b9c1052f2692a9465f4a748eb7d53b5.jpg"" />",会[あ]う,また<b> 会[あ]いましょう</b>。,また<b>（　）</b>。
269,26,132,53,52,61,JLPT4,月曜日,げつようび,Monday,[sound:6eabf534b4d5b3a0ba5c0e025fbb71ec.mp3],Noun,<b>月曜日</b>に会いましょう。,<b>げつようび</b> に あいましょう,Let's meet on Monday.,[sound:752d4cfc283911f56a090a04658b3560.mp3],"<img src=""6f73d17fe6fb1e53a3fc353bcf11a0d7.jpg"" />",月曜日[げつようび],<b> 月曜日[げつようび]</b>に 会[あ]いましょう。,<b>（　）</b>に 会[あ]いましょう。
344,90,132,124,123,62,JLPT4,昨日,きのう,yesterday,[sound:f14c7b371b16874962f5662ce9214e3c.mp3],Noun,<b>昨日</b>、友達に会った。,<b>きのう</b> ともだち に あった,I met a friend yesterday.,[sound:701f87a8b639501146cf24096a70be0c.mp3],"<img src=""f976ae72d7524dbf7055b8563e8209fc.jpg"" />",昨日[きのう],<b> 昨日[きのう]</b>、 友達[ともだち]に 会[あ]った。,<b>（　）</b>、 友達[ともだち]に 会[あ]った。
399,52,134,100,99,63,JLPT4,休む,やすむ,"take a day off, take a break",[sound:0d7e6979ee2021e0895cc8e79bd2095e.mp3],Verb,明日、会社を<b>休みます</b>。,あした かいしゃ を <b>やすみます</b>,I'm off work tomorrow.,[sound:23d317c69bf2808d8418c213f2d8d2bf.mp3],"<img src=""f0dddfd3c126d0a5cc58ee72bd07c36b.jpg"" />",休[やす]む,明日[あした]、 会社[かいしゃ]を<b> 休[やす]みます</b>。,明日[あした]、 会社[かいしゃ]を<b>（　）</b>。
162,32,138,67,66,64,JLPT4,今日,きょう,today,[sound:d01dacb5b4d7d6b1a30f7cb4c077c2d0.mp3],Noun,<b>今日</b>は仕事がありません。,<b>きょう</b> は しごと が ありません,I have no work today.,[sound:09456961843a97a0151a1792ae903458.mp3],"<img src=""f5cd0090093566eb88dc90001a7b15a1.jpg"" />",今日[きょう],<b> 今日[きょう]</b>は 仕事[しごと]がありません。,<b>（　）</b>は 仕事[しごと]がありません。
286,26,138,54,53,65,JLPT4,木曜日,もくようび,Thursday,[sound:980c773deefeec93081570084612aa28.mp3],Noun,<b>木曜日</b>は仕事が休みです。,<b>もくようび</b> は しごと が やすみ です,Thursday is my day off work.,[sound:c41b1fa0706aa28455978aeac7c40107.mp3],"<img src=""4776c1c42314d6eb86f0612cf523e0c9.jpg"" />",木曜日[もくようび],<b> 木曜日[もくようび]</b>は 仕事[しごと]が 休[やす]みです。,<b>（　）</b>は 仕事[しごと]が 休[やす]みです。
398,140,141,168,166,66,JLPT3,場合,ばあい,"situation, case",[sound:b866f49ee1293d57c8db9033e2e2f078.mp3],Noun,分からない<b>場合</b>は私に聞いてください。,わからない <b>ばあい</b> は わたし に きいて ください,Please ask me if you don't understand.,[sound:84793b257a5cc527d1b3a7cb364e9798.mp3],"<img src=""6b065467f69426574de1c0c5d3de674e.jpg"" />",場合[ばあい],分[わ]からない<b> 場合[ばあい]</b>は 私[わたし]に 聞[き]いてください。,分[わ]からない<b>（　）</b>は 私[わたし]に 聞[き]いてください。
268,0,142,253,263,67,JLPT4,つける,つける,switch on,[sound:5c80df8dfeb2d12c26ef8653542d550d.mp3],Verb,電気を<b>つけて</b>ください。,でんき を <b>つけて</b> ください,Please turn on the light.,[sound:b7417fd7db5d36b9b49ce8534a47769a.mp3],"<img src=""7168ef4f3c69100f3a85c9828d0804d5.jpg"" />",つける,電気[でんき]を<b>つけて</b>ください。,電気[でんき]を<b>（　）</b>ください。
334,143,144,171,170,68,JLPT4,駅,えき,railway station,[sound:35cb9c96cc03ad5ed6e8cf7b38a62b85.mp3],Noun,<b>駅</b>はどこですか。,<b>えき</b> は どこ です か,Where's the station?,[sound:78de88070e17b513462f962a8a481c6d.mp3],"<img src=""c6362a3162452dc2ed723c57a851667d.jpg"" />",駅[えき],<b> 駅[えき]</b>はどこですか。,<b>（　）</b>はどこですか。
384,151,152,175,173,69,JLPT2,止める,やめる,"stop, give up, abolish",[sound:84a93d7f70cdf31da93ce1d784e73833.mp3],Verb,話すのを<b>止めて</b>ください。,はなす の を <b>やめて</b> ください,"Stop talking, please.",[sound:ae9564d5805988ea4bd2989d7d476169.mp3],"<img src=""d3c6090b116c53a1bc3e9e39ec782015.jpg"" />",止[や]める,話[はな]すのを<b> 止[や]めて</b>ください。,話[はな]すのを<b>（　）</b>ください。
90,152,153,176,174,70,JLPT4,歩く,あるく,"walk, go on foot",[sound:4d9e54adde5959f4de3306d3de7f14d1.mp3],Verb,駅まで<b>歩きましょう</b>。,えき まで <b>あるきましょう</b>,Let's walk to the station.,[sound:124468feb2625cb8eb5812f227010533.mp3],"<img src=""3dae0e858291f0ec64766527c01d06e4.jpg"" />",歩[ある]く,駅[えき]まで<b> 歩[ある]きましょう</b>。,駅[えき]まで<b>（　）</b>。
39,156,157,178,177,71,JLPT4,近く,ちかく,"near, close to",[sound:2a241864f47d82e55a0a247d159c4084.mp3],Adverb,駅の<b>近く</b>で食事をした。,えき の <b>ちかく</b> で しょくじ を した,I ate near the station.,[sound:98c5d93c46d354a3680e53c10295d102.mp3],"<img src=""b8a33a620b3689bdccc77066ce90b9bb.jpg"" />",近[ちか]く,駅[えき]の<b> 近[ちか]く</b>で 食事[しょくじ]をした。,駅[えき]の<b>（　）</b>で 食事[しょくじ]をした。
75,0,157,119,127,72,JLPT4,もっと,もっと,more,[sound:8132875e8cc22ece021d43a83fa73c52.mp3],Adverb,<b>もっと</b>近くに来てください。,<b>もっと</b> ちかく に きて ください,Please come closer.,[sound:0e215449439be2b46b7dd15f52fd6d4f.mp3],"<img src=""2e905c154487e2d081b585dc218981be.jpg"" />",もっと,<b>もっと</b> 近[ちか]くに 来[き]てください。,<b>（　）</b> 近[ちか]くに 来[き]てください。
84,156,157,179,178,73,JLPT4,近い,ちかい,"near, soon",[sound:ec8486020d8560eea8c2b278443920a1.mp3],Adjective,駅はここから<b>近い</b>です。,えき は ここ から <b>ちかい</b> です,The station is near here.,[sound:079181ae2f0421393e747a2138896570.mp3],"<img src=""8cf94e0f8767319d9ffb28e2cf1cfe23.jpg"" />",近[ちか]い,駅[えき]はここから<b> 近[ちか]い</b>です。,駅[えき]はここから<b>（　）</b>です。
228,156,157,180,179,74,JLPT4,近く,ちかく,"vicinity, nearby",[sound:6bd57b50bef3d9149691a98678a657fa.mp3],Noun,私の家は駅の<b>近く</b>です。,わたし の いえ は えき の <b>ちかく</b> です,My house is near the station.,[sound:081e029e957d87b72602bd23a394ba8c.mp3],"<img src=""144bbb64b9c4a45b0e6b2f6f9598cf86.jpg"" />",近[ちか]く,私[わたし]の 家[いえ]は 駅[えき]の<b> 近[ちか]く</b>です。,私[わたし]の 家[いえ]は 駅[えき]の<b>（　）</b>です。
193,162,163,186,185,75,JLPT4,全部,ぜんぶ,"all, wholly",[sound:dbc5d98a93e0d4011b23e3d627146cf9.mp3],Adverb,それ、<b>全部</b>ください。,それ <b>ぜんぶ</b> ください,"I'd like all of those, please.",[sound:0339d4402816869936bf57bb3a0971f4.mp3],"<img src=""185b806e32645fb2dc7ad26137373315.jpg"" />",全部[ぜんぶ],それ、<b> 全部[ぜんぶ]</b>ください。,それ、<b>（　）</b>ください。
25,163,164,187,186,76,JLPT4,国,くに,country,[sound:4cedf8d358714025a1323747b932eef5.mp3],Noun,私の<b>国</b>について少しお話しましょう。,わたし の <b>くに</b> に ついて すこし おはなし しましょう,Let me tell you a bit about my country.,[sound:e0b5adfba58d5915ab89c9fbbb2ff706.mp3],"<img src=""ddb1a2c802c7f1e4b6588e39adfb27e0.jpg"" />",国[くに],私[わたし]の<b> 国[くに]</b>について 少[すこ]しお 話[はなし]しましょう。,私[わたし]の<b>（　）</b>について 少[すこ]しお 話[はなし]しましょう。
168,128,164,162,161,77,JLPT4,漢字,かんじ,"character, kanji",[sound:d92b85d4602dabf8822fd8856014f35d.mp3],Noun,<b>漢字</b>は中国から来ました。,<b>かんじ</b> は ちゅうごく から きました,Kanji came from China.,[sound:3520fe12926b8fe216b758be6f51cf18.mp3],"<img src=""7d1864ca1b65fa630af3191843a89d48.jpg"" />",漢字[かんじ],<b> 漢字[かんじ]</b>は 中国[ちゅうごく]から 来[き]ました。,<b>（　）</b>は 中国[ちゅうごく]から 来[き]ました。
161,168,169,189,188,78,JLPT4,赤い,あかい,red,[sound:8beefe0641589671d8d1cd4f08abead1.mp3],Adjective,<b>赤い</b>バラを買いました。,<b>あかい</b> ばら を かいました,I bought a red rose.,[sound:6dc34ea49875b42882f0adb32106fdea.mp3],"<img src=""0d8130e367188d4894d837a532ad2e06.jpg"" />",赤[あか]い,<b> 赤[あか]い</b>バラを 買[か]いました。,<b>（　）</b>バラを 買[か]いました。
154,0,173,182,191,79,JLPT4,どちら,どちら,which,[sound:5fa945021473f46db2e320fd4ba1e9db.mp3],Noun,肉と魚と<b>どちら</b>が好きですか。,にく と さかな と <b>どちら</b> が すき です か,"Which do you prefer, meat or fish?",[sound:5c84dfeee45ad4f72e577062e05e4b8e.mp3],"<img src=""472db485248a1903a836563676c4d9f2.jpg"" />",どちら,肉[にく]と 魚[さかな]と<b>どちら</b>が 好[す]きですか。,肉[にく]と 魚[さかな]と<b>（　）</b>が 好[す]きですか。
203,176,177,192,190,80,JLPT3,米,こめ,rice (grain),[sound:ac85ae7f3a3e18ca2a2a4cac153cfa22.mp3],Noun,日本人はお<b>米</b>が大好きです。,にほんじん は お<b>こめ</b> が だいすき です,Japanese people love rice.,[sound:78bb9d49df426087db6acd772c031529.mp3],"<img src=""8951aa62e0e96795edadbe80c40bc773.jpg"" />",米[こめ],日本人[にほんじん]はお<b> 米[こめ]</b>が 大好[だいす]きです。,日本人[にほんじん]はお<b>（　）</b>が 大好[だいす]きです。
279,0,183,269,279,81,JLPT4,まずい,まずい,"bad-tasting, bad",[sound:9393f61b9af2b428204e7f3264cbd01a.mp3],Adjective,ここの料理は<b>まずい</b>。,ここ の りょうり は <b>まずい</b>,The food here is bad.,[sound:c1ac084c4aec542e1f3ed30fd861ab9a.mp3],"<img src=""a8dfbb5b78beb8b623d73b2909eddaae.jpg"" />",まずい,ここの 料理[りょうり]は<b>まずい</b>。,ここの 料理[りょうり]は<b>（　）</b>。
255,185,186,195,194,82,JLPT2,無い,ない,to not be,[sound:a67ef780f84bea265815b6db3d063cb8.mp3],Adjective,ここには何も<b>無い</b>。,ここ に は なに も <b>ない</b>,There's nothing here.,[sound:e62a85e3c34fa4679fdcb497f6dcb265.mp3],"<img src=""84d80b1d4d7b82da0ebacb768b04ccc4.jpg"" />",無[な]い,ここには 何[なに]も<b> 無[な]い</b>。,ここには 何[なに]も<b>（　）</b>。
21,186,187,196,195,83,JLPT4,作る,つくる,"make, create",[sound:6f0951279a64a81133b2c6acfb3d3020.mp3],Verb,今、朝ご飯を<b>作っています</b>。,いま あさごはん を <b>つくって います</b>,I'm making breakfast now.,[sound:1449095d14368d2e96c9f8c63a1a3be1.mp3],"<img src=""2b8f2c836e5e1b9e8bb06b180490233e.jpg"" />",作[つく]る,今[いま]、 朝[あさ]ご 飯[はん]を<b> 作[つく]っています</b>。,今[いま]、 朝[あさ]ご 飯[はん]を<b>（　）</b>。
14,187,188,197,196,84,JLPT4,使う,つかう,use,[sound:24e2301d6637661ec3beb7617f4d0ceb.mp3],Verb,このパソコンを<b>使って</b>ください。,この ぱそこん を <b>つかって</b> ください,Please use this computer.,[sound:1a0a0d00c9b413db81081b1637f4cd1d.mp3],"<img src=""a86308cee7ffb120f950dfe7eeb42fec.jpg"" />",使[つか]う,このパソコンを<b> 使[つか]って</b>ください。,このパソコンを<b>（　）</b>ください。
190,190,191,199,197,85,JLPT4,消す,けす,"switch off, turn off",[sound:7e2bbef1f4a79532184f6f0cfebe5771.mp3],Verb,昼間は電気を<b>消して</b>ください。,ひるま は でんき を <b>けして</b> ください,Please turn the lights off during the day.,[sound:c8e245e242c960c2f8a9f4c42ab5c5be.mp3],"<img src=""9489ca5f9c408d12ff0143d3d5da33c7.jpg"" />",消[け]す,昼間[ひるま]は 電気[でんき]を<b> 消[け]して</b>ください。,昼間[ひるま]は 電気[でんき]を<b>（　）</b>ください。
277,98,193,130,129,86,JLPT4,閉まる,しまる,"be shut, be closed",[sound:f955fc870590773a3141df79b0c55a58.mp3],Verb,お店はもう<b>閉まっていました</b>。,おみせ は もう <b>しまって いました</b>,The shop had already closed.,[sound:258c488a19a95eef91a5226142ff85ff.mp3],"<img src=""4789603ba967b5c599d860096699f78d.jpg"" />",閉[し]まる,お 店[みせ]はもう<b> 閉[し]まっていました</b>。,お 店[みせ]はもう<b>（　）</b>。
310,106,193,137,136,87,JLPT4,前,まえ,"front, before",[sound:9ae6c6a557b8eca134e4363b6604a6e8.mp3],Noun,その店の<b>前</b>で会いましょう。,その みせ の <b>まえ</b> で あいましょう,Let's meet in front of the shop.,[sound:10c2f16c755f14c04151fe218a15368b.mp3],"<img src=""233117ec1a436dd8956ec3cc7af210bf.jpg"" />",前[まえ],その 店[みせ]の<b> 前[まえ]</b>で 会[あ]いましょう。,その 店[みせ]の<b>（　）</b>で 会[あ]いましょう。
380,192,193,201,200,88,JLPT4,店,みせ,"shop, store",[sound:efde60dbfda4e4c04b454dc428cfdcda.mp3],Noun,私はこの<b>店</b>によく来ます。,わたし は この <b>みせ</b> に よく きます,I come to this store quite often.,[sound:9d5ac41454480ec9010872e405ee86fa.mp3],"<img src=""525c69494b1552a02a3c32af6eb51931.jpg"" />",店[みせ],私[わたし]はこの<b> 店[みせ]</b>によく 来[き]ます。,私[わたし]はこの<b>（　）</b>によく 来[き]ます。
93,175,197,191,189,89,JLPT4,部屋,へや,room,[sound:7ce56e56316fdcf13d1f351f6f65f801.mp3],Noun,私の<b>部屋</b>は2階にあります。,わたし の <b>へや</b> は にかい に あります,My room is on the second floor.,[sound:454c26ebd05b9d5a3de333650d02d818.mp3],"<img src=""30dd027995dfffa3915d9f02f1d3fe83.jpg"" />",部屋[へや],私[わたし]の<b> 部屋[へや]</b>は 2階[にかい]にあります。,私[わたし]の<b>（　）</b>は 2階[にかい]にあります。
366,202,203,203,202,90,JLPT4,夏,なつ,summer,[sound:b1ba7d5627b03fbf2107547aa9366418.mp3],Noun,私は<b>夏</b>が大好き。,わたし は <b>なつ</b> が だいすき,I just love summer.,[sound:a55a18f21876dc021f5f84c4a155d7f3.mp3],"<img src=""0dedae58ed14d47e82876297493fe739.jpg"" />",夏[なつ],私[わたし]は<b> 夏[なつ]</b>が 大好[だいす]き。,私[わたし]は<b>（　）</b>が 大好[だいす]き。
236,206,207,207,205,91,JLPT4,暑い,あつい,"hot, warm (temperature of the air)",[sound:81416b0d3d4565d886e1f4c711b9ad6a.mp3],Adjective,今日はとても<b>暑い</b>。,きょう は とても <b>あつい</b>,It's very hot today.,[sound:5d0235096eda3c80818517855fbfb736.mp3],"<img src=""13e3eb89db8053d81740c6dbabab84a1.jpg"" />",暑[あつ]い,今日[きょう]はとても<b> 暑[あつ]い</b>。,今日[きょう]はとても<b>（　）</b>。
223,207,208,208,206,92,JLPT4,熱い,あつい,"hot (things, touch)",[sound:0ae1f72187bad556207801095b716d8c.mp3],Adjective,このスープはとても<b>熱い</b>。,この すーぷ は とても <b>あつい</b>,This soup is very hot.,[sound:c4d71509bd9cdbf47cf2b3e3508e4a2c.mp3],"<img src=""f8446c2ffb547690343b43c2d44b3893.jpg"" />",熱[あつ]い,このスープはとても<b> 熱[あつ]い</b>。,このスープはとても<b>（　）</b>。
142,204,209,205,204,93,JLPT4,冬,ふゆ,winter,[sound:3ef65badba7b74433f3a1e30a4c5c1a2.mp3],Noun,カナダの<b>冬</b>はとても寒いです。,かなだ の <b>ふゆ</b> は とても さむい です,Canada's winters are very cold.,[sound:9eccbbe8c9c13295fab60ae65e9d0b11.mp3],"<img src=""77b8bbcda36b7fd6e417f75d45443fa1.jpg"" />",冬[ふゆ],カナダの<b> 冬[ふゆ]</b>はとても 寒[さむ]いです。,カナダの<b>（　）</b>はとても 寒[さむ]いです。
270,47,209,94,93,94,JLPT4,入る,はいる,enter,[sound:19c83de7721e52d4914020d59b5d3ee1.mp3],Verb,寒いので中に<b>入って</b>ください。,さむい の で なか に <b>はいって</b> ください,It's cold so please come inside.,[sound:438fb50f5e0d3adeb412e7b2b8045d9d.mp3],"<img src=""6f73d17fe6fb1e53a3fc353bcf11a0d7.jpg"" />",入[はい]る,寒[さむ]いので 中[なか]に<b> 入[はい]って</b>ください。,寒[さむ]いので 中[なか]に<b>（　）</b>ください。
352,208,209,209,208,95,JLPT4,寒い,さむい,cold (temperature of the air),[sound:3690dc90a608b6228d4833146f15b30e.mp3],Adjective,この部屋は<b>寒い</b>です。,この へや は <b>さむい</b> です,It's cold in this room.,[sound:cd4c24a6558e05c4bb138d3d139beb5b.mp3],"<img src=""027216c076df26a523d2112431af46d2.jpg"" />",寒[さむ]い,この 部屋[へや]は<b> 寒[さむ]い</b>です。,この 部屋[へや]は<b>（　）</b>です。
59,201,210,202,201,96,JLPT4,春,はる,spring,[sound:333b6ec4ef094f7cf2e93e29a5653b49.mp3],Noun,今年の<b>春</b>は暖かいね。,ことし の <b>はる</b> は あたたかい ね,"It's warm this spring, isn't it.",[sound:cdd89f26e77972587f40df2cc557d3ce.mp3],"<img src=""359f6dadf32f35b9d482b0a88cd110d6.jpg"" />",春[はる],今年[ことし]の<b> 春[はる]</b>は 暖[あたた]かいね。,今年[ことし]の<b>（　）</b>は 暖[あたた]かいね。
